rank	hand	abbreviation	description
6125	2 2 11 6 4	1P	Pair of Deuces
6126	2 2 11 6 3	1P	Pair of Deuces
6127	2 2 11 5 4	1P	Pair of Deuces
6128	2 2 11 5 3	1P	Pair of Deuces
6129	2 2 11 4 3	1P	Pair of Deuces
6130	2 2 10 9 8	1P	Pair of Deuces
6131	2 2 10 9 7	1P	Pair of Deuces
6132	2 2 10 9 6	1P	Pair of Deuces
6133	2 2 10 9 5	1P	Pair of Deuces
6134	2 2 10 9 4	1P	Pair of Deuces
6135	2 2 10 9 3	1P	Pair of Deuces
6136	2 2 10 8 7	1P	Pair of Deuces
6137	2 2 10 8 6	1P	Pair of Deuces
6138	2 2 10 8 5	1P	Pair of Deuces
6139	2 2 10 8 4	1P	Pair of Deuces
6140	2 2 10 8 3	1P	Pair of Deuces
6141	2 2 10 7 6	1P	Pair of Deuces
6142	2 2 10 7 5	1P	Pair of Deuces
6143	2 2 10 7 4	1P	Pair of Deuces
6144	2 2 10 7 3	1P	Pair of Deuces
6145	2 2 10 6 5	1P	Pair of Deuces
6146	2 2 10 6 4	1P	Pair of Deuces
6147	2 2 10 6 3	1P	Pair of Deuces
6148	2 2 10 5 4	1P	Pair of Deuces
6149	2 2 10 5 3	1P	Pair of Deuces
6150	2 2 10 4 3	1P	Pair of Deuces
6151	2 2 9 8 7	1P	Pair of Deuces
6152	2 2 9 8 6	1P	Pair of Deuces
6153	2 2 9 8 5	1P	Pair of Deuces
6154	2 2 9 8 4	1P	Pair of Deuces
6155	2 2 9 8 3	1P	Pair of Deuces
6156	2 2 9 7 6	1P	Pair of Deuces
6157	2 2 9 7 5	1P	Pair of Deuces
6158	2 2 9 7 4	1P	Pair of Deuces
6159	2 2 9 7 3	1P	Pair of Deuces
6160	2 2 9 6 5	1P	Pair of Deuces
6161	2 2 9 6 4	1P	Pair of Deuces
6162	2 2 9 6 3	1P	Pair of Deuces
6163	2 2 9 5 4	1P	Pair of Deuces
6164	2 2 9 5 3	1P	Pair of Deuces
6165	2 2 9 4 3	1P	Pair of Deuces
6166	2 2 8 7 6	1P	Pair of Deuces
6167	2 2 8 7 5	1P	Pair of Deuces
6168	2 2 8 7 4	1P	Pair of Deuces
6169	2 2 8 7 3	1P	Pair of Deuces
6170	2 2 8 6 5	1P	Pair of Deuces
6171	2 2 8 6 4	1P	Pair of Deuces
6172	2 2 8 6 3	1P	Pair of Deuces
6173	2 2 8 5 4	1P	Pair of Deuces
6174	2 2 8 5 3	1P	Pair of Deuces
6175	2 2 8 4 3	1P	Pair of Deuces
6176	2 2 7 6 5	1P	Pair of Deuces
6177	2 2 7 6 4	1P	Pair of Deuces
6178	2 2 7 6 3	1P	Pair of Deuces
6179	2 2 7 5 4	1P	Pair of Deuces
6180	2 2 7 5 3	1P	Pair of Deuces
6181	2 2 7 4 3	1P	Pair of Deuces
6182	2 2 6 5 4	1P	Pair of Deuces
6183	2 2 6 5 3	1P	Pair of Deuces
6184	2 2 6 4 3	1P	Pair of Deuces
6185	2 2 5 4 3	1P	Pair of Deuces
6186	14 13 12 11 9	HC	Ace-High
6187	14 13 12 11 8	HC	Ace-High
6188	14 13 12 11 7	HC	Ace-High
6189	14 13 12 11 6	HC	Ace-High
6190	14 13 12 11 5	HC	Ace-High
6191	14 13 12 11 4	HC	Ace-High
6192	14 13 12 11 3	HC	Ace-High
6193	14 13 12 11 2	HC	Ace-High
6194	14 13 12 10 9	HC	Ace-High
6195	14 13 12 10 8	HC	Ace-High
6196	14 13 12 10 7	HC	Ace-High
6197	14 13 12 10 6	HC	Ace-High
6198	14 13 12 10 5	HC	Ace-High
6199	14 13 12 10 4	HC	Ace-High
6200	14 13 12 10 3	HC	Ace-High
6201	14 13 12 10 2	HC	Ace-High
6202	14 13 12 9 8	HC	Ace-High
6203	14 13 12 9 7	HC	Ace-High
6204	14 13 12 9 6	HC	Ace-High
6205	14 13 12 9 5	HC	Ace-High
6206	14 13 12 9 4	HC	Ace-High
6207	14 13 12 9 3	HC	Ace-High
6208	14 13 12 9 2	HC	Ace-High
6209	14 13 12 8 7	HC	Ace-High
6210	14 13 12 8 6	HC	Ace-High
6211	14 13 12 8 5	HC	Ace-High
6212	14 13 12 8 4	HC	Ace-High
6213	14 13 12 8 3	HC	Ace-High
6214	14 13 12 8 2	HC	Ace-High
6215	14 13 12 7 6	HC	Ace-High
6216	14 13 12 7 5	HC	Ace-High
6217	14 13 12 7 4	HC	Ace-High
6218	14 13 12 7 3	HC	Ace-High
6219	14 13 12 7 2	HC	Ace-High
6220	14 13 12 6 5	HC	Ace-High
6221	14 13 12 6 4	HC	Ace-High
6222	14 13 12 6 3	HC	Ace-High
6223	14 13 12 6 2	HC	Ace-High
6224	14 13 12 5 4	HC	Ace-High
6225	14 13 12 5 3	HC	Ace-High
6226	14 13 12 5 2	HC	Ace-High
6227	14 13 12 4 3	HC	Ace-High
6228	14 13 12 4 2	HC	Ace-High
6229	14 13 12 3 2	HC	Ace-High
6230	14 13 11 10 9	HC	Ace-High
6231	14 13 11 10 8	HC	Ace-High
6232	14 13 11 10 7	HC	Ace-High
6233	14 13 11 10 6	HC	Ace-High
6234	14 13 11 10 5	HC	Ace-High
6235	14 13 11 10 4	HC	Ace-High
6236	14 13 11 10 3	HC	Ace-High
6237	14 13 11 10 2	HC	Ace-High
6238	14 13 11 9 8	HC	Ace-High
6239	14 13 11 9 7	HC	Ace-High
6240	14 13 11 9 6	HC	Ace-High
6241	14 13 11 9 5	HC	Ace-High
6242	14 13 11 9 4	HC	Ace-High
6243	14 13 11 9 3	HC	Ace-High
6244	14 13 11 9 2	HC	Ace-High
6245	14 13 11 8 7	HC	Ace-High
6246	14 13 11 8 6	HC	Ace-High
6247	14 13 11 8 5	HC	Ace-High
6248	14 13 11 8 4	HC	Ace-High
6249	14 13 11 8 3	HC	Ace-High
6250	14 13 11 8 2	HC	Ace-High
6251	14 13 11 7 6	HC	Ace-High
6252	14 13 11 7 5	HC	Ace-High
6253	14 13 11 7 4	HC	Ace-High
6254	14 13 11 7 3	HC	Ace-High
6255	14 13 11 7 2	HC	Ace-High
6256	14 13 11 6 5	HC	Ace-High
6257	14 13 11 6 4	HC	Ace-High
6258	14 13 11 6 3	HC	Ace-High
6259	14 13 11 6 2	HC	Ace-High
6260	14 13 11 5 4	HC	Ace-High
6261	14 13 11 5 3	HC	Ace-High
6262	14 13 11 5 2	HC	Ace-High
6263	14 13 11 4 3	HC	Ace-High
6264	14 13 11 4 2	HC	Ace-High
6265	14 13 11 3 2	HC	Ace-High
6266	14 13 10 9 8	HC	Ace-High
6267	14 13 10 9 7	HC	Ace-High
6268	14 13 10 9 6	HC	Ace-High
6269	14 13 10 9 5	HC	Ace-High
6270	14 13 10 9 4	HC	Ace-High
6271	14 13 10 9 3	HC	Ace-High
6272	14 13 10 9 2	HC	Ace-High
6273	14 13 10 8 7	HC	Ace-High
6274	14 13 10 8 6	HC	Ace-High
6275	14 13 10 8 5	HC	Ace-High
6276	14 13 10 8 4	HC	Ace-High
6277	14 13 10 8 3	HC	Ace-High
6278	14 13 10 8 2	HC	Ace-High
6279	14 13 10 7 6	HC	Ace-High
6280	14 13 10 7 5	HC	Ace-High
6281	14 13 10 7 4	HC	Ace-High
6282	14 13 10 7 3	HC	Ace-High
6283	14 13 10 7 2	HC	Ace-High
6284	14 13 10 6 5	HC	Ace-High
6285	14 13 10 6 4	HC	Ace-High
6286	14 13 10 6 3	HC	Ace-High
6287	14 13 10 6 2	HC	Ace-High
6288	14 13 10 5 4	HC	Ace-High
6289	14 13 10 5 3	HC	Ace-High
6290	14 13 10 5 2	HC	Ace-High
6291	14 13 10 4 3	HC	Ace-High
6292	14 13 10 4 2	HC	Ace-High
6293	14 13 10 3 2	HC	Ace-High
6294	14 13 9 8 7	HC	Ace-High
6295	14 13 9 8 6	HC	Ace-High
6296	14 13 9 8 5	HC	Ace-High
6297	14 13 9 8 4	HC	Ace-High
6298	14 13 9 8 3	HC	Ace-High
6299	14 13 9 8 2	HC	Ace-High
6300	14 13 9 7 6	HC	Ace-High
6301	14 13 9 7 5	HC	Ace-High
6302	14 13 9 7 4	HC	Ace-High
6303	14 13 9 7 3	HC	Ace-High
6304	14 13 9 7 2	HC	Ace-High
6305	14 13 9 6 5	HC	Ace-High
6306	14 13 9 6 4	HC	Ace-High
6307	14 13 9 6 3	HC	Ace-High
6308	14 13 9 6 2	HC	Ace-High
6309	14 13 9 5 4	HC	Ace-High
6310	14 13 9 5 3	HC	Ace-High
6311	14 13 9 5 2	HC	Ace-High
6312	14 13 9 4 3	HC	Ace-High
6313	14 13 9 4 2	HC	Ace-High
6314	14 13 9 3 2	HC	Ace-High
6315	14 13 8 7 6	HC	Ace-High
6316	14 13 8 7 5	HC	Ace-High
6317	14 13 8 7 4	HC	Ace-High
6318	14 13 8 7 3	HC	Ace-High
6319	14 13 8 7 2	HC	Ace-High
6320	14 13 8 6 5	HC	Ace-High
6321	14 13 8 6 4	HC	Ace-High
6322	14 13 8 6 3	HC	Ace-High
6323	14 13 8 6 2	HC	Ace-High
6324	14 13 8 5 4	HC	Ace-High
6325	14 13 8 5 3	HC	Ace-High
6326	14 13 8 5 2	HC	Ace-High
6327	14 13 8 4 3	HC	Ace-High
6328	14 13 8 4 2	HC	Ace-High
6329	14 13 8 3 2	HC	Ace-High
6330	14 13 7 6 5	HC	Ace-High
6331	14 13 7 6 4	HC	Ace-High
6332	14 13 7 6 3	HC	Ace-High
6333	14 13 7 6 2	HC	Ace-High
6334	14 13 7 5 4	HC	Ace-High
6335	14 13 7 5 3	HC	Ace-High
6336	14 13 7 5 2	HC	Ace-High
6337	14 13 7 4 3	HC	Ace-High
6338	14 13 7 4 2	HC	Ace-High
6339	14 13 7 3 2	HC	Ace-High
6340	14 13 6 5 4	HC	Ace-High
6341	14 13 6 5 3	HC	Ace-High
6342	14 13 6 5 2	HC	Ace-High
6343	14 13 6 4 3	HC	Ace-High
6344	14 13 6 4 2	HC	Ace-High
6345	14 13 6 3 2	HC	Ace-High
6346	14 13 5 4 3	HC	Ace-High
6347	14 13 5 4 2	HC	Ace-High
6348	14 13 5 3 2	HC	Ace-High
6349	14 13 4 3 2	HC	Ace-High
6350	14 12 11 10 9	HC	Ace-High
6351	14 12 11 10 8	HC	Ace-High
6352	14 12 11 10 7	HC	Ace-High
6353	14 12 11 10 6	HC	Ace-High
6354	14 12 11 10 5	HC	Ace-High
6355	14 12 11 10 4	HC	Ace-High
6356	14 12 11 10 3	HC	Ace-High
6357	14 12 11 10 2	HC	Ace-High
6358	14 12 11 9 8	HC	Ace-High
6359	14 12 11 9 7	HC	Ace-High
6360	14 12 11 9 6	HC	Ace-High
6361	14 12 11 9 5	HC	Ace-High
6362	14 12 11 9 4	HC	Ace-High
6363	14 12 11 9 3	HC	Ace-High
6364	14 12 11 9 2	HC	Ace-High
6365	14 12 11 8 7	HC	Ace-High
6366	14 12 11 8 6	HC	Ace-High
6367	14 12 11 8 5	HC	Ace-High
6368	14 12 11 8 4	HC	Ace-High
6369	14 12 11 8 3	HC	Ace-High
6370	14 12 11 8 2	HC	Ace-High
6371	14 12 11 7 6	HC	Ace-High
6372	14 12 11 7 5	HC	Ace-High
6373	14 12 11 7 4	HC	Ace-High
6374	14 12 11 7 3	HC	Ace-High
6375	14 12 11 7 2	HC	Ace-High
6376	14 12 11 6 5	HC	Ace-High
6377	14 12 11 6 4	HC	Ace-High
6378	14 12 11 6 3	HC	Ace-High
6379	14 12 11 6 2	HC	Ace-High
6380	14 12 11 5 4	HC	Ace-High
6381	14 12 11 5 3	HC	Ace-High
6382	14 12 11 5 2	HC	Ace-High
6383	14 12 11 4 3	HC	Ace-High
6384	14 12 11 4 2	HC	Ace-High
6385	14 12 11 3 2	HC	Ace-High
6386	14 12 10 9 8	HC	Ace-High
6387	14 12 10 9 7	HC	Ace-High
6388	14 12 10 9 6	HC	Ace-High
6389	14 12 10 9 5	HC	Ace-High
6390	14 12 10 9 4	HC	Ace-High
6391	14 12 10 9 3	HC	Ace-High
6392	14 12 10 9 2	HC	Ace-High
6393	14 12 10 8 7	HC	Ace-High
6394	14 12 10 8 6	HC	Ace-High
6395	14 12 10 8 5	HC	Ace-High
6396	14 12 10 8 4	HC	Ace-High
6397	14 12 10 8 3	HC	Ace-High
6398	14 12 10 8 2	HC	Ace-High
6399	14 12 10 7 6	HC	Ace-High
6400	14 12 10 7 5	HC	Ace-High
6401	14 12 10 7 4	HC	Ace-High
6402	14 12 10 7 3	HC	Ace-High
6403	14 12 10 7 2	HC	Ace-High
6404	14 12 10 6 5	HC	Ace-High
6405	14 12 10 6 4	HC	Ace-High
6406	14 12 10 6 3	HC	Ace-High
6407	14 12 10 6 2	HC	Ace-High
6408	14 12 10 5 4	HC	Ace-High
6409	14 12 10 5 3	HC	Ace-High
6410	14 12 10 5 2	HC	Ace-High
6411	14 12 10 4 3	HC	Ace-High
6412	14 12 10 4 2	HC	Ace-High
6413	14 12 10 3 2	HC	Ace-High
6414	14 12 9 8 7	HC	Ace-High
6415	14 12 9 8 6	HC	Ace-High
6416	14 12 9 8 5	HC	Ace-High
6417	14 12 9 8 4	HC	Ace-High
6418	14 12 9 8 3	HC	Ace-High
6419	14 12 9 8 2	HC	Ace-High
6420	14 12 9 7 6	HC	Ace-High
6421	14 12 9 7 5	HC	Ace-High
6422	14 12 9 7 4	HC	Ace-High
6423	14 12 9 7 3	HC	Ace-High
6424	14 12 9 7 2	HC	Ace-High
6425	14 12 9 6 5	HC	Ace-High
6426	14 12 9 6 4	HC	Ace-High
6427	14 12 9 6 3	HC	Ace-High
6428	14 12 9 6 2	HC	Ace-High
6429	14 12 9 5 4	HC	Ace-High
6430	14 12 9 5 3	HC	Ace-High
6431	14 12 9 5 2	HC	Ace-High
6432	14 12 9 4 3	HC	Ace-High
6433	14 12 9 4 2	HC	Ace-High
6434	14 12 9 3 2	HC	Ace-High
6435	14 12 8 7 6	HC	Ace-High
6436	14 12 8 7 5	HC	Ace-High
6437	14 12 8 7 4	HC	Ace-High
6438	14 12 8 7 3	HC	Ace-High
6439	14 12 8 7 2	HC	Ace-High
6440	14 12 8 6 5	HC	Ace-High
6441	14 12 8 6 4	HC	Ace-High
6442	14 12 8 6 3	HC	Ace-High
6443	14 12 8 6 2	HC	Ace-High
6444	14 12 8 5 4	HC	Ace-High
6445	14 12 8 5 3	HC	Ace-High
6446	14 12 8 5 2	HC	Ace-High
6447	14 12 8 4 3	HC	Ace-High
6448	14 12 8 4 2	HC	Ace-High
6449	14 12 8 3 2	HC	Ace-High
6450	14 12 7 6 5	HC	Ace-High
6451	14 12 7 6 4	HC	Ace-High
6452	14 12 7 6 3	HC	Ace-High
6453	14 12 7 6 2	HC	Ace-High
6454	14 12 7 5 4	HC	Ace-High
6455	14 12 7 5 3	HC	Ace-High
6456	14 12 7 5 2	HC	Ace-High
6457	14 12 7 4 3	HC	Ace-High
6458	14 12 7 4 2	HC	Ace-High
6459	14 12 7 3 2	HC	Ace-High
6460	14 12 6 5 4	HC	Ace-High
6461	14 12 6 5 3	HC	Ace-High
6462	14 12 6 5 2	HC	Ace-High
6463	14 12 6 4 3	HC	Ace-High
6464	14 12 6 4 2	HC	Ace-High
6465	14 12 6 3 2	HC	Ace-High
6466	14 12 5 4 3	HC	Ace-High
6467	14 12 5 4 2	HC	Ace-High
6468	14 12 5 3 2	HC	Ace-High
6469	14 12 4 3 2	HC	Ace-High
6470	14 11 10 9 8	HC	Ace-High
6471	14 11 10 9 7	HC	Ace-High
6472	14 11 10 9 6	HC	Ace-High
6473	14 11 10 9 5	HC	Ace-High
6474	14 11 10 9 4	HC	Ace-High
6475	14 11 10 9 3	HC	Ace-High
6476	14 11 10 9 2	HC	Ace-High
6477	14 11 10 8 7	HC	Ace-High
6478	14 11 10 8 6	HC	Ace-High
6479	14 11 10 8 5	HC	Ace-High
6480	14 11 10 8 4	HC	Ace-High
6481	14 11 10 8 3	HC	Ace-High
6482	14 11 10 8 2	HC	Ace-High
6483	14 11 10 7 6	HC	Ace-High
6484	14 11 10 7 5	HC	Ace-High
6485	14 11 10 7 4	HC	Ace-High
6486	14 11 10 7 3	HC	Ace-High
6487	14 11 10 7 2	HC	Ace-High
6488	14 11 10 6 5	HC	Ace-High
6489	14 11 10 6 4	HC	Ace-High
6490	14 11 10 6 3	HC	Ace-High
6491	14 11 10 6 2	HC	Ace-High
6492	14 11 10 5 4	HC	Ace-High
6493	14 11 10 5 3	HC	Ace-High
6494	14 11 10 5 2	HC	Ace-High
6495	14 11 10 4 3	HC	Ace-High
6496	14 11 10 4 2	HC	Ace-High
6497	14 11 10 3 2	HC	Ace-High
6498	14 11 9 8 7	HC	Ace-High
6499	14 11 9 8 6	HC	Ace-High
6500	14 11 9 8 5	HC	Ace-High
6501	14 11 9 8 4	HC	Ace-High
6502	14 11 9 8 3	HC	Ace-High
6503	14 11 9 8 2	HC	Ace-High
6504	14 11 9 7 6	HC	Ace-High
6505	14 11 9 7 5	HC	Ace-High
6506	14 11 9 7 4	HC	Ace-High
6507	14 11 9 7 3	HC	Ace-High
6508	14 11 9 7 2	HC	Ace-High
6509	14 11 9 6 5	HC	Ace-High
6510	14 11 9 6 4	HC	Ace-High
6511	14 11 9 6 3	HC	Ace-High
6512	14 11 9 6 2	HC	Ace-High
6513	14 11 9 5 4	HC	Ace-High
6514	14 11 9 5 3	HC	Ace-High
6515	14 11 9 5 2	HC	Ace-High
6516	14 11 9 4 3	HC	Ace-High
6517	14 11 9 4 2	HC	Ace-High
6518	14 11 9 3 2	HC	Ace-High
6519	14 11 8 7 6	HC	Ace-High
6520	14 11 8 7 5	HC	Ace-High
6521	14 11 8 7 4	HC	Ace-High
6522	14 11 8 7 3	HC	Ace-High
6523	14 11 8 7 2	HC	Ace-High
6524	14 11 8 6 5	HC	Ace-High
6525	14 11 8 6 4	HC	Ace-High
6526	14 11 8 6 3	HC	Ace-High
6527	14 11 8 6 2	HC	Ace-High
6528	14 11 8 5 4	HC	Ace-High
6529	14 11 8 5 3	HC	Ace-High
6530	14 11 8 5 2	HC	Ace-High
6531	14 11 8 4 3	HC	Ace-High
6532	14 11 8 4 2	HC	Ace-High
6533	14 11 8 3 2	HC	Ace-High
6534	14 11 7 6 5	HC	Ace-High
6535	14 11 7 6 4	HC	Ace-High
6536	14 11 7 6 3	HC	Ace-High
6537	14 11 7 6 2	HC	Ace-High
6538	14 11 7 5 4	HC	Ace-High
6539	14 11 7 5 3	HC	Ace-High
6540	14 11 7 5 2	HC	Ace-High
6541	14 11 7 4 3	HC	Ace-High
6542	14 11 7 4 2	HC	Ace-High
6543	14 11 7 3 2	HC	Ace-High
6544	14 11 6 5 4	HC	Ace-High
6545	14 11 6 5 3	HC	Ace-High
6546	14 11 6 5 2	HC	Ace-High
6547	14 11 6 4 3	HC	Ace-High
6548	14 11 6 4 2	HC	Ace-High
6549	14 11 6 3 2	HC	Ace-High
6550	14 11 5 4 3	HC	Ace-High
6551	14 11 5 4 2	HC	Ace-High
6552	14 11 5 3 2	HC	Ace-High
6553	14 11 4 3 2	HC	Ace-High
6554	14 10 9 8 7	HC	Ace-High
6555	14 10 9 8 6	HC	Ace-High
6556	14 10 9 8 5	HC	Ace-High
6557	14 10 9 8 4	HC	Ace-High
6558	14 10 9 8 3	HC	Ace-High
6559	14 10 9 8 2	HC	Ace-High
6560	14 10 9 7 6	HC	Ace-High
6561	14 10 9 7 5	HC	Ace-High
6562	14 10 9 7 4	HC	Ace-High
6563	14 10 9 7 3	HC	Ace-High
6564	14 10 9 7 2	HC	Ace-High
6565	14 10 9 6 5	HC	Ace-High
6566	14 10 9 6 4	HC	Ace-High
6567	14 10 9 6 3	HC	Ace-High
6568	14 10 9 6 2	HC	Ace-High
6569	14 10 9 5 4	HC	Ace-High
6570	14 10 9 5 3	HC	Ace-High
6571	14 10 9 5 2	HC	Ace-High
6572	14 10 9 4 3	HC	Ace-High
6573	14 10 9 4 2	HC	Ace-High
6574	14 10 9 3 2	HC	Ace-High
6575	14 10 8 7 6	HC	Ace-High
6576	14 10 8 7 5	HC	Ace-High
6577	14 10 8 7 4	HC	Ace-High
6578	14 10 8 7 3	HC	Ace-High
6579	14 10 8 7 2	HC	Ace-High
6580	14 10 8 6 5	HC	Ace-High
6581	14 10 8 6 4	HC	Ace-High
6582	14 10 8 6 3	HC	Ace-High
6583	14 10 8 6 2	HC	Ace-High
6584	14 10 8 5 4	HC	Ace-High
6585	14 10 8 5 3	HC	Ace-High
6586	14 10 8 5 2	HC	Ace-High
6587	14 10 8 4 3	HC	Ace-High
6588	14 10 8 4 2	HC	Ace-High
6589	14 10 8 3 2	HC	Ace-High
6590	14 10 7 6 5	HC	Ace-High
6591	14 10 7 6 4	HC	Ace-High
6592	14 10 7 6 3	HC	Ace-High
6593	14 10 7 6 2	HC	Ace-High
6594	14 10 7 5 4	HC	Ace-High
6595	14 10 7 5 3	HC	Ace-High
6596	14 10 7 5 2	HC	Ace-High
6597	14 10 7 4 3	HC	Ace-High
6598	14 10 7 4 2	HC	Ace-High
6599	14 10 7 3 2	HC	Ace-High
6600	14 10 6 5 4	HC	Ace-High
6601	14 10 6 5 3	HC	Ace-High
6602	14 10 6 5 2	HC	Ace-High
6603	14 10 6 4 3	HC	Ace-High
6604	14 10 6 4 2	HC	Ace-High
6605	14 10 6 3 2	HC	Ace-High
6606	14 10 5 4 3	HC	Ace-High
6607	14 10 5 4 2	HC	Ace-High
6608	14 10 5 3 2	HC	Ace-High
6609	14 10 4 3 2	HC	Ace-High
6610	14 9 8 7 6	HC	Ace-High
6611	14 9 8 7 5	HC	Ace-High
6612	14 9 8 7 4	HC	Ace-High
6613	14 9 8 7 3	HC	Ace-High
6614	14 9 8 7 2	HC	Ace-High
6615	14 9 8 6 5	HC	Ace-High
6616	14 9 8 6 4	HC	Ace-High
6617	14 9 8 6 3	HC	Ace-High
6618	14 9 8 6 2	HC	Ace-High
6619	14 9 8 5 4	HC	Ace-High
6620	14 9 8 5 3	HC	Ace-High
6621	14 9 8 5 2	HC	Ace-High
6622	14 9 8 4 3	HC	Ace-High
6623	14 9 8 4 2	HC	Ace-High
6624	14 9 8 3 2	HC	Ace-High
6625	14 9 7 6 5	HC	Ace-High
6626	14 9 7 6 4	HC	Ace-High
6627	14 9 7 6 3	HC	Ace-High
6628	14 9 7 6 2	HC	Ace-High
6629	14 9 7 5 4	HC	Ace-High
6630	14 9 7 5 3	HC	Ace-High
6631	14 9 7 5 2	HC	Ace-High
6632	14 9 7 4 3	HC	Ace-High
6633	14 9 7 4 2	HC	Ace-High
6634	14 9 7 3 2	HC	Ace-High
6635	14 9 6 5 4	HC	Ace-High
6636	14 9 6 5 3	HC	Ace-High
6637	14 9 6 5 2	HC	Ace-High
6638	14 9 6 4 3	HC	Ace-High
6639	14 9 6 4 2	HC	Ace-High
6640	14 9 6 3 2	HC	Ace-High
6641	14 9 5 4 3	HC	Ace-High
6642	14 9 5 4 2	HC	Ace-High
6643	14 9 5 3 2	HC	Ace-High
6644	14 9 4 3 2	HC	Ace-High
6645	14 8 7 6 5	HC	Ace-High
6646	14 8 7 6 4	HC	Ace-High
6647	14 8 7 6 3	HC	Ace-High
6648	14 8 7 6 2	HC	Ace-High
6649	14 8 7 5 4	HC	Ace-High
6650	14 8 7 5 3	HC	Ace-High
6651	14 8 7 5 2	HC	Ace-High
6652	14 8 7 4 3	HC	Ace-High
6653	14 8 7 4 2	HC	Ace-High
6654	14 8 7 3 2	HC	Ace-High
6655	14 8 6 5 4	HC	Ace-High
6656	14 8 6 5 3	HC	Ace-High
6657	14 8 6 5 2	HC	Ace-High
6658	14 8 6 4 3	HC	Ace-High
6659	14 8 6 4 2	HC	Ace-High
6660	14 8 6 3 2	HC	Ace-High
6661	14 8 5 4 3	HC	Ace-High
6662	14 8 5 4 2	HC	Ace-High
6663	14 8 5 3 2	HC	Ace-High
6664	14 8 4 3 2	HC	Ace-High
6665	14 7 6 5 4	HC	Ace-High
6666	14 7 6 5 3	HC	Ace-High
6667	14 7 6 5 2	HC	Ace-High
6668	14 7 6 4 3	HC	Ace-High
6669	14 7 6 4 2	HC	Ace-High
6670	14 7 6 3 2	HC	Ace-High
6671	14 7 5 4 3	HC	Ace-High
6672	14 7 5 4 2	HC	Ace-High
6673	14 7 5 3 2	HC	Ace-High
6674	14 7 4 3 2	HC	Ace-High
6675	14 6 5 4 3	HC	Ace-High
6676	14 6 5 4 2	HC	Ace-High
6677	14 6 5 3 2	HC	Ace-High
6678	14 6 4 3 2	HC	Ace-High
6679	13 12 11 10 8	HC	King-High
6680	13 12 11 10 7	HC	King-High
6681	13 12 11 10 6	HC	King-High
6682	13 12 11 10 5	HC	King-High
6683	13 12 11 10 4	HC	King-High
6684	13 12 11 10 3	HC	King-High
6685	13 12 11 10 2	HC	King-High
6686	13 12 11 9 8	HC	King-High
6687	13 12 11 9 7	HC	King-High
6688	13 12 11 9 6	HC	King-High
6689	13 12 11 9 5	HC	King-High
6690	13 12 11 9 4	HC	King-High
6691	13 12 11 9 3	HC	King-High
6692	13 12 11 9 2	HC	King-High
6693	13 12 11 8 7	HC	King-High
6694	13 12 11 8 6	HC	King-High
6695	13 12 11 8 5	HC	King-High
6696	13 12 11 8 4	HC	King-High
6697	13 12 11 8 3	HC	King-High
6698	13 12 11 8 2	HC	King-High
6699	13 12 11 7 6	HC	King-High
6700	13 12 11 7 5	HC	King-High
6701	13 12 11 7 4	HC	King-High
6702	13 12 11 7 3	HC	King-High
6703	13 12 11 7 2	HC	King-High
6704	13 12 11 6 5	HC	King-High
6705	13 12 11 6 4	HC	King-High
6706	13 12 11 6 3	HC	King-High
6707	13 12 11 6 2	HC	King-High
6708	13 12 11 5 4	HC	King-High
6709	13 12 11 5 3	HC	King-High
6710	13 12 11 5 2	HC	King-High
6711	13 12 11 4 3	HC	King-High
6712	13 12 11 4 2	HC	King-High
6713	13 12 11 3 2	HC	King-High
6714	13 12 10 9 8	HC	King-High
6715	13 12 10 9 7	HC	King-High
6716	13 12 10 9 6	HC	King-High
6717	13 12 10 9 5	HC	King-High
6718	13 12 10 9 4	HC	King-High
6719	13 12 10 9 3	HC	King-High
6720	13 12 10 9 2	HC	King-High
6721	13 12 10 8 7	HC	King-High
6722	13 12 10 8 6	HC	King-High
6723	13 12 10 8 5	HC	King-High
6724	13 12 10 8 4	HC	King-High
6725	13 12 10 8 3	HC	King-High
6726	13 12 10 8 2	HC	King-High
6727	13 12 10 7 6	HC	King-High
6728	13 12 10 7 5	HC	King-High
6729	13 12 10 7 4	HC	King-High
6730	13 12 10 7 3	HC	King-High
6731	13 12 10 7 2	HC	King-High
6732	13 12 10 6 5	HC	King-High
6733	13 12 10 6 4	HC	King-High
6734	13 12 10 6 3	HC	King-High
6735	13 12 10 6 2	HC	King-High
6736	13 12 10 5 4	HC	King-High
6737	13 12 10 5 3	HC	King-High
6738	13 12 10 5 2	HC	King-High
6739	13 12 10 4 3	HC	King-High
6740	13 12 10 4 2	HC	King-High
6741	13 12 10 3 2	HC	King-High
6742	13 12 9 8 7	HC	King-High
6743	13 12 9 8 6	HC	King-High
6744	13 12 9 8 5	HC	King-High
6745	13 12 9 8 4	HC	King-High
6746	13 12 9 8 3	HC	King-High
6747	13 12 9 8 2	HC	King-High
6748	13 12 9 7 6	HC	King-High
6749	13 12 9 7 5	HC	King-High
6750	13 12 9 7 4	HC	King-High
6751	13 12 9 7 3	HC	King-High
6752	13 12 9 7 2	HC	King-High
6753	13 12 9 6 5	HC	King-High
6754	13 12 9 6 4	HC	King-High
6755	13 12 9 6 3	HC	King-High
6756	13 12 9 6 2	HC	King-High
6757	13 12 9 5 4	HC	King-High
6758	13 12 9 5 3	HC	King-High
